topic_id,entity_type,method,rank,entity_pid,method_score
T001,author,Full,395,A-0FF431EC90577C2A,0.005000
T001,author,Full,396,A-EA26EDDB1096F87A,0.005000
T001,author,Full,397,A-18B0136B7615CEE7,0.005000
T001,author,Full,398,A-74C1E6E7ACD24EF4,0.005000
T001,author,Full,399,A-DEF2FE9DCAB6F6CA,0.005000
T001,author,Full,400,A-03082639D55B230D,0.005000
T001,author,Full,401,A-DC365AC2C53C5C54,0.005000
T001,author,Full,402,A-E2830E64FB1AEB1A,0.005000
T001,author,Full,403,A-6E541501763EC30F,0.005000
T001,author,Full,404,A-BF7CC28B268A5716,0.005000
T001,author,Full,405,A-F7C3E6C6C134F5AA,0.005000
T001,author,Full,406,A-2A04B8B003168F65,0.005000
T001,author,Full,407,A-8953DE93B292CDD6,0.005000
T001,author,Full,408,A-968893E7B33EF253,0.005000
T001,author,Full,409,A-9C872448A3ED9E44,0.005000
T001,author,Full,410,A-CA8A1CC716458D01,0.005000
T001,author,Full,411,A-FBBC4E644AA91081,0.005000
T001,author,Full,412,A-2A60795162320FCB,0.005000
T001,author,Full,413,A-CECABA7558A4B2C2,0.005000
T001,author,Full,414,A-712A343D5CA7171E,0.005000
T001,author,Full,415,A-C3CAF6567D9B201E,0.005000
T001,author,Full,416,A-BFDB20FB8A583FF9,0.005000
T001,author,Full,417,A-79CBCC3009D9F7DE,0.005000
T001,author,Full,418,A-DA66FC09BEA25F8B,0.005000
T001,author,Full,419,A-EEF1E6A5716FC7A3,0.005000
T001,author,Full,420,A-2B7B379C0AD8C824,0.005000
T001,author,Full,421,A-89B2846ECA20C857,0.005000
T001,author,Full,422,A-60F0D95854C27CB5,0.005000
T001,author,Full,423,A-986B5AF9EDA7E30B,0.005000
T001,author,Full,424,A-BFF81C7A26AFB930,0.005000
T001,author,Full,425,A-A3086E48810F816B,0.005000
T001,author,Full,426,A-46D5FDC7E06B2F8A,0.005000
T001,author,Full,427,A-8DE949496E5C2891,0.005000
T001,author,Full,428,A-363BA8CAEF3102F1,0.005000
T001,author,Full,429,A-D5A1B44F2FDB1CDB,0.005000
T001,author,Full,430,A-C19817897782325F,0.005000
T001,author,Full,431,A-83B6F0804004656B,0.005000
T001,author,Full,432,A-65A255EBCEA80C86,0.005000
T001,author,Full,433,A-A9EC970494E574FE,0.004400
T001,author,Full,434,A-60B40D5B53D8C35A,0.004400
T001,author,Full,435,A-BF87B285A149BB61,0.004400
T001,author,Full,436,A-08214B15994B9D5A,0.004400
T001,author,Full,437,A-925461878DA7A567,0.004400
T001,author,Full,438,A-92486DED347900AB,0.004400
T001,author,Full,439,A-6DE72C479FDCAD21,0.004400
T001,author,Full,440,A-5D4BA896F675A74B,0.004400
T001,author,Full,441,A-A1063FB27333C2E0,0.004400
T001,author,Full,442,A-D60417C907805902,0.004400
T001,author,Full,443,A-0935047945382493,0.004400
T001,author,Full,444,A-B356E6ED70EC1594,0.004400
T001,author,Full,445,A-C37E4C14991FCDBA,0.004400
T001,author,Full,446,A-2E26423CDD4AB449,0.004400
T001,author,Full,447,A-C090532F21D7E64D,0.004400
T001,author,Full,448,A-08D5CED28AE9B2FB,0.004400
T001,author,Full,449,A-1D9C7C4E29F615AA,0.004400
T001,author,Full,450,A-D8F7318DBE4AF85E,0.004400
T001,author,Full,451,A-4357000A26CAE84C,0.004400
T001,author,Full,452,A-54A5CECEAEECF24C,0.004400
T001,author,Full,453,A-7CD0B35A04965104,0.004400
T001,author,Full,454,A-46938145F8FA89C9,0.004400
T001,author,Full,455,A-6E99A9A97BDAD58B,0.004400
T001,author,Full,456,A-039ECCA9AAB5475E,0.004400
T001,author,Full,457,A-E7D1CF3AE2365863,0.004400
T001,author,Full,458,A-EB818EB92FC6CF35,0.004400
T001,author,Full,459,A-E4C1FA04B71D803C,0.004400
T001,author,Full,460,A-FF0BAAFED5F3A4CE,0.004400
T001,author,Full,461,A-C7AC90549CEE19CF,0.004400
T001,author,Full,462,A-B5C719FB57454DEF,0.004400
T001,author,Full,463,A-E751CB19811B1F57,0.004400
T001,author,Full,464,A-40ACDD43F99B9E90,0.004400
T001,author,Full,465,A-0359D4A4860F7D2C,0.004400
T001,author,Full,466,A-CEB72F8CE4014566,0.004400
T001,author,Full,467,A-5F30BCAC0DC6508C,0.004400
T001,author,Full,468,A-578BB243717073F5,0.004400
T001,author,Full,469,A-CD17283FA1F70FF2,0.004400
T001,author,Full,470,A-29CD043BA58C7A8E,0.004400
T001,author,Full,471,A-BE08A52ADC56215D,0.004400
T001,author,Full,472,A-E4EAB8AA09B14C13,0.004400
T001,author,Full,473,A-8D83BB99C64A8673,0.004400
T001,author,Full,474,A-63DA2D7059EF6CCA,0.004400
T001,author,Full,475,A-57D363B8D54090AF,0.004400
T001,author,Full,476,A-0CB330C0A99F94A1,0.004400
T001,author,Full,477,A-9C996BCD8F40A1E6,0.004400
T001,author,Full,478,A-7B23F3867DD0FC07,0.004400
T001,author,Full,479,A-530FF22A8E43812F,0.004400
T001,author,Full,480,A-49ACBA0BDA7F17DC,0.004400
T001,author,Full,481,A-02E21B9BD87F8077,0.004400
T001,author,Full,482,A-5F92CF69DB5CBBA2,0.004400
T001,author,Full,483,A-C0C57D604ADF2D2A,0.004400
T001,author,Full,484,A-D4DD966AA29D0FB3,0.004400
T001,author,Full,485,A-2D7DF5C4E740D8ED,0.004400
T001,author,Full,486,A-B74295485CDAD458,0.004400
T001,author,Full,487,A-8E8A59FB7AE50D21,0.004400
T001,author,Full,488,A-16CE5FF6746DC4A5,0.004400
T001,author,Full,489,A-7CB49CEB3A7D99DC,0.004400
T001,author,Full,490,A-97F8B060BBC0D77F,0.004400
T001,author,Full,491,A-EDD47DB9E2D745DC,0.004400
T001,author,Full,492,A-2A7890009C8DA8AB,0.004400
T001,author,Full,493,A-1C93B0A841F6A8A3,0.004400
T001,author,Full,494,A-409CE1E6CC4D343D,0.004400
T001,author,Full,495,A-1732C1502B6A7424,0.004400
T001,author,Full,496,A-7996A3126B3EDE50,0.004400
T001,author,Full,497,A-EA43BE069FDBC39B,0.004400
T001,author,Full,498,A-6881F55604E7FF66,0.004400
T001,author,Full,499,A-F299F3A32A5254CF,0.004400
T001,author,Full,500,A-3AF7C50382F1CDE1,0.004400
T001,author,Full,501,A-9F04F0097C0366C8,0.004400
T001,author,Full,502,A-4371A4726FDCF284,0.004400
T001,author,Full,503,A-4707C8EE5D8F78D8,0.004400
T001,author,Full,504,A-3450083D0C0DA31C,0.004400
T001,author,Full,505,A-7117E6BF3A5D3A0F,0.004400
T001,author,Full,506,A-700FB78784F561E3,0.004400
T001,author,Full,507,A-F48855C1662FC339,0.004400
T001,author,Full,508,A-6A5F1D781FCB66E5,0.004400
T001,author,Full,509,A-5E33B2451820CA95,0.004400
T001,author,Full,510,A-4C161C59C970663C,0.004400
T001,author,Full,511,A-FBC450BF7F5CA25C,0.004400
T001,author,Full,512,A-C3E687B4EB659A47,0.004400
T001,author,Full,513,A-A77D8AAB5F24A2E4,0.004400
T001,author,Full,514,A-4A27AB176C5F1526,0.004400
T001,author,Full,515,A-A1C186B8D5628906,0.004400
T001,author,Full,516,A-D5B2EBBD61AD852D,0.004400
T001,author,Full,517,A-A073A4ED225E6F3F,0.004400
T001,author,Full,518,A-17C883F1B125C9EC,0.004400
T001,author,Full,519,A-C4A7D958A6F8469F,0.003800
T001,author,Full,520,A-E5C8DC66AF1CE5F4,0.003800
T001,author,Full,521,A-359C5ECDCB1F4784,0.003800
T001,author,Full,522,A-5189E81D149FB73F,0.003800
T001,author,Full,523,A-BFD04D7C4CBC7487,0.003800
T001,author,Full,524,A-906F817096AFE44A,0.003800
T001,author,Full,525,A-B0600A5BAF82FE3F,0.003800
T001,author,Full,526,A-A25604822AA0EC56,0.003800
T001,author,Full,527,A-741868F6A35AB3CC,0.003800
T001,author,Full,528,A-6D2CB27F30999959,0.003800
T001,author,Full,529,A-1FCDCFBBC5F99D74,0.003800
T001,author,Full,530,A-589E8EC1A132DC3B,0.003800
T001,author,Full,531,A-114E49EB11C08127,0.003800
T001,author,Full,532,A-86C072E2E705A965,0.003800
T001,author,Full,533,A-52D4C14A185AD4B8,0.003800
T001,author,Full,534,A-7003D8A2DE0230EA,0.003800
T001,author,Full,535,A-57E06F17FA9C1B28,0.003800
T001,author,Full,536,A-2625FBD47AB061A4,0.003800
T001,author,Full,537,A-31143959E2CFB4CA,0.003800
T001,author,Full,538,A-100B4A3626491E5C,0.003800
T001,author,Full,539,A-3DCA550BEB9D0D91,0.003800
T001,author,Full,540,A-62474DB628AA3286,0.003800
T001,author,Full,541,A-679D560C748B9B70,0.003800
T001,author,Full,542,A-623985A4EBD6565F,0.003200
T001,author,Full,543,A-31A24FE8922C4F7D,0.003200
T001,author,Full,544,A-65AD46C53B46ABD7,0.003200
T001,author,Full,545,A-5C557340AC5EEB57,0.003200
T001,author,Full,546,A-BE05DDA5BFB50A74,0.003200
T001,author,Full,547,A-5C9E0760C20ECE16,0.003200
T001,author,Full,548,A-2F064651C4233D8B,0.003200
T001,author,Full,549,A-2DB632EDD2568AC4,0.003200
T001,author,Full,550,A-C798A5D0B722EBEB,0.003200
T001,author,Full,551,A-3657AFE7212A1C39,0.003200
T001,author,Full,552,A-F41A5B8D6B4C2427,0.003200
T001,author,Full,553,A-08AD2086C733AC02,0.003200
T001,author,Full,554,A-BBAF55EB583A954E,0.003200
T001,author,Full,555,A-F97F76FB3E98EE93,0.003200
T001,author,Full,556,A-8D4AAF2AB1A5D5F8,0.003200
T001,author,Full,557,A-C47DA8E8C220EF84,0.003200
T001,author,Full,558,A-57DECBCE4E84523C,0.003200
T001,author,Full,559,A-9EF9938241904982,0.003200
T001,author,Full,560,A-D003B82BE5B45DF4,0.003200
T001,author,Full,561,A-EB8A13BB46F54506,0.003200
T001,author,Full,562,A-0886F8CCBBC2FEDE,0.003200
T001,author,Full,563,A-4AEB796AD208BDFC,0.003200
T001,author,Full,564,A-7C7E8344F917CBFC,0.003200
T001,author,Full,565,A-6F6CCF8624A887F3,0.003200
T001,author,Full,566,A-320733FF308D6477,0.003200
T001,author,Full,567,A-617112EF6D3C51BE,0.003200
T001,author,Full,568,A-4D0995D21F7DAB7A,0.003200
T001,author,Full,569,A-7B499DC57AB49851,0.003200
T001,author,Full,570,A-B82F64DB0E3DC25D,0.003200
T001,author,Full,571,A-8298553DFAA2EA90,0.003200
T001,author,Full,572,A-F465BF9D18613389,0.003200
T001,author,Full,573,A-34BA9FCC5CF79052,0.003200
T001,author,Full,574,A-238C103BF2BEBA8D,0.003200
T001,author,Full,575,A-F8128183A784BED4,0.003200
T001,author,Full,576,A-DD700BB1E4E79368,0.003200
T001,author,Full,577,A-481437E7C0C84482,0.003200
T001,author,Full,578,A-22FBB7ED96C8B942,0.003200
T001,author,Full,579,A-03FFDE2E4F633551,0.003200
T001,author,Full,580,A-B5D58B078AEC0A0A,0.003200
T001,author,Full,581,A-8B071BE7E0CA6346,0.003200
T001,author,Full,582,A-2D63F967B3BF6D5D,0.003200
T001,author,Full,583,A-DCE3E083D6E2E26F,0.003200
T001,author,Full,584,A-838DAC67AEB1D31F,0.003200
T001,author,Full,585,A-C76D97791B46E0D1,0.003200
T001,author,Full,586,A-CE049C70890E7AE4,0.003200
T001,author,Full,587,A-310F61D452FFA3B1,0.003200
T001,author,Full,588,A-FE2AA3F3458B0964,0.003200
T001,author,Full,589,A-C7336770A08F136D,0.003200
T001,author,Full,590,A-0A3ABECAA5EE5384,0.003200
T001,author,Full,591,A-13154C6F5293EA3F,0.003200
T001,author,Full,592,A-29BD8589416FFDCA,0.003200
T001,author,Full,593,A-4D9A22806142020B,0.003200
T001,author,Full,594,A-62FEF2EA346DABE0,0.003200
T001,author,Full,595,A-C76993037E91723F,0.003200
T001,author,Full,596,A-98F0ECA811527F1A,0.003200
T001,author,Full,597,A-399FE1E7E5408506,0.003200
T001,author,Full,598,A-2FFFE48C9DB825C7,0.003200
T001,author,Full,599,A-E5D9A62EB18B30A8,0.003200
T001,author,Full,600,A-E0A02A7A99B9782B,0.003200
T001,author,Full,601,A-5650B22CA4290212,0.003200
T001,author,Full,602,A-B65E57C028B6916D,0.003200
T001,author,Full,603,A-394BF47263A2D5E9,0.003200
T001,author,Full,604,A-65CD512E41BBCB21,0.003200
T001,author,Full,605,A-AECE705260A024E4,0.003200
T001,author,Full,606,A-3269CCD0E0F92AFE,0.003200
T001,author,Full,607,A-B2BDCA86225B7FC6,0.003200
T001,author,Full,608,A-52231351161D5477,0.003200
T001,author,Full,609,A-87AA9851FAAC3054,0.003200
T001,author,Full,610,A-9D681631E069630C,0.003200
T001,author,Full,611,A-802DFBB144FEE0BC,0.003200
T001,author,Full,612,A-0D023963F57098D2,0.003200
T001,author,Full,613,A-5170E5B48EBD20F0,0.003200
T001,author,Full,614,A-B003F83CA596640C,0.003200
T001,author,Full,615,A-CE321B482FD2E565,0.003200
T001,author,Full,616,A-D4971B869BCBB219,0.003200
T001,author,Full,617,A-7716979EFED85799,0.003200
T001,author,Full,618,A-09F65DBFE23656FF,0.003200
T001,author,Full,619,A-21A21D2014077375,0.003200
T001,author,Full,620,A-B9A2918F050AF877,0.003200
T001,author,Full,621,A-82FAA7288186B3ED,0.003200
T001,author,Full,622,A-37AD59E16F6E731B,0.003200
T001,author,Full,623,A-9382B7C6B90FDDAC,0.003200
T001,author,Full,624,A-7B922CB9C80073AB,0.003200
T001,author,Full,625,A-CE1C61DDB4181169,0.003200
T001,author,Full,626,A-5D4BC0F98487D2B6,0.003200
T001,author,Full,627,A-9D4B2E74CA2D9A0E,0.003200
T001,author,Full,628,A-60BCA47E937A5654,0.003200
T001,author,Full,629,A-4C6B34F3A735D60D,0.003200
T001,author,Full,630,A-DD0ABAE81F129FD1,0.003200
T001,author,Full,631,A-BE252F11965F7E54,0.003200
T001,author,Full,632,A-E8A73BECB95CAD16,0.003200
T001,author,Full,633,A-3363CD78759858CB,0.003200
T001,author,Full,634,A-23D9CB6AD92A73B9,0.003200
T001,author,Full,635,A-BCC4E7016A63DC71,0.003200
T001,author,Full,636,A-EF0080D2D1866084,0.003200
T001,author,Full,637,A-BF706ABB103E6EBE,0.003200
T001,author,Full,638,A-7B0AD2A923C8C40E,0.003200
T001,author,Full,639,A-5D29FD95F946A3D1,0.003200
T001,author,Full,640,A-E86B3EA37B265D26,0.002500
T001,author,Full,641,A-D34D0C873CF1931B,0.002500
T001,author,Full,642,A-F9C68E382BE72AEC,0.002500
T001,author,Full,643,A-A572C61E2FAF465C,0.002500
T001,author,Full,644,A-C58CE616B95296ED,0.002500
T001,author,Full,645,A-57633542F127C652,0.002500
T001,author,Full,646,A-7DF7B74FA1FECAE6,0.002500
T001,author,Full,647,A-BBD12C22AD25A942,0.002500
T001,author,Full,648,A-91C4A889D972B6AC,0.002500
T001,author,Full,649,A-534AE17FFD66FF08,0.002500
T001,author,Full,650,A-371031C75DF715FC,0.002500
T001,author,Full,651,A-310B643DD75C1AFB,0.002500
T001,author,Full,652,A-13043860E801B3D2,0.002500
T001,author,Full,653,A-BD2C09E73619B65C,0.002500
T001,author,Full,654,A-EAEB54676D45587B,0.002500
T001,author,Full,655,A-9E7FA8CBC889B8F1,0.002500
T001,author,Full,656,A-630738AA6AC9E571,0.002500
T001,author,Full,657,A-769D3969329EA6DC,0.002500
T001,author,Full,658,A-50C86869AFC12844,0.002500
T001,author,Full,659,A-825FC5917AC86E44,0.002500
T001,author,Full,660,A-81122FE48A9646A0,0.002500
T001,author,Full,661,A-B63EBBC5D3D86402,0.002500
T001,author,Full,662,A-79AD2FB666E59FC8,0.002500
T001,author,Full,663,A-4B62F147E241F652,0.002500
T001,author,Full,664,A-532D12B9B9F4FC8F,0.002500
T001,author,Full,665,A-1B7CFA6B5E4C478D,0.002500
T001,author,Full,666,A-9B7444496F521899,0.002500
T001,author,Full,667,A-041D3C36B88A4F27,0.002500
T001,author,Full,668,A-692FD08C6F6745D9,0.002500
T001,author,Full,669,A-18C370D5B872E1F1,0.002500
T001,author,Full,670,A-094BCB6E63883045,0.002500
T001,author,Full,671,A-3EBDF0D9C6A6CB79,0.002500
T001,author,Full,672,A-9B2D73E072EDD324,0.002500
T001,author,Full,673,A-3FCE352619BC9C77,0.002500
T001,author,Full,674,A-F2D967E8D425CB57,0.001900
T001,author,Full,675,A-E53E4190F00B8EE1,0.001900
T001,author,Full,676,A-4C1F2B11026A8116,0.001900
T001,author,Full,677,A-EA94E0267445F8B0,0.001900
T001,author,Full,678,A-EB2E736CA404F5A6,0.001900
T001,author,Full,679,A-981CA0F96CF0A718,0.001900
T001,author,Full,680,A-8271F9954155CF56,0.001900
T001,author,Full,681,A-E6D4C43894B4D678,0.001900
T001,author,Full,682,A-22513AA0B5863B9A,0.001900
T001,author,Full,683,A-3669FF5A1BECBBB4,0.001900
T001,author,Full,684,A-B4776DFC26570B9C,0.001900
T001,author,Full,685,A-17383A97AA080526,0.001900
T001,author,Full,686,A-52B6A1CE0B2F9AF6,0.001900
T001,author,Full,687,A-B2007EB554CDF91F,0.001900
T001,author,Full,688,A-A4FAD5AA67AC77E0,0.001900
T001,author,Full,689,A-DBF91E3A7D4AAEA8,0.001900
T001,author,Full,690,A-4C4012A31B7232ED,0.001900
T001,author,Full,691,A-8F95A97A87549DFC,0.001900
T001,author,Full,692,A-52A407FA1193FAEB,0.001900
T001,author,Full,693,A-69C06043EE6CD95D,0.001900
T001,author,Full,694,A-F3D089EA4B6E7764,0.001900
T001,author,Full,695,A-91646DF01F086D08,0.001900
T001,author,Full,696,A-DF402A6D7D386983,0.001900
T001,author,Full,697,A-B2D541223C2A71E7,0.001900
T001,author,Full,698,A-29448E24A3669418,0.001900
T001,author,Full,699,A-AD08E8BD23A40F76,0.001900
T001,author,Full,700,A-C84AEFCCA60065B8,0.001900
T001,author,Full,701,A-181494181D36803B,0.001900
T001,author,Full,702,A-F5DD56AEDA0802A4,0.001900
T001,author,Full,703,A-37786A9BCFB5D87F,0.001900
T001,author,Full,704,A-94D7080511333310,0.001900
T001,author,Full,705,A-52F3AF9DB626220A,0.001900
T001,author,Full,706,A-D8FCA4CB3F20ED37,0.001900
T001,author,Full,707,A-78778BFA339A95C8,0.001900
T001,author,Full,708,A-5F5EF3799027ECEA,0.001900
T001,author,Full,709,A-2216F96FF96DBC6B,0.001900
T001,author,Full,710,A-B93ECFC2146C126A,0.001900
T001,author,Full,711,A-5173BB596EC414EC,0.001900
T001,author,Full,712,A-B7DA603E3169EC46,0.001900
T001,author,Full,713,A-9DAB00A4072DB34A,0.001900
T001,author,Full,714,A-FEDE7862B334FC64,0.001900
T001,author,Full,715,A-26699E913742B99E,0.001900
T001,author,Full,716,A-C7031002880D88CE,0.001900
T001,author,Full,717,A-2EE951196B75AB8B,0.001900
T001,author,Full,718,A-6526594997AFE16F,0.001900
T001,author,Full,719,A-3D3E2817205E4242,0.001900
T001,author,Full,720,A-4B4FB4A795FDC465,0.001300
T001,author,Full,721,A-0966556969F5D48A,0.001300
T001,author,Full,722,A-ECAB4D13253FB413,0.001300
T001,author,Full,723,A-7FE89CA107610969,0.001300
T001,author,Full,724,A-700CB88E72432433,0.001300
T001,author,Full,725,A-A6BE6A9342B099FD,0.001300
T001,author,Full,726,A-A52AC98EBF6F8802,0.001300
T001,author,Full,727,A-546E2AC417BA9FB6,0.001300
T001,author,Full,728,A-5A1F2C9029E49721,0.001300
T001,author,Full,729,A-0FADA7493D7F7DEC,0.001300
T001,author,Full,730,A-C043109950E96489,0.001300
T001,author,Full,731,A-7759BD69A7EBC3A4,0.001300
T001,author,Full,732,A-75135F79CFA648F4,0.001300
T001,author,Full,733,A-E12D05E77020B074,0.001300
T001,author,Full,734,A-850905D577560728,0.001300
T001,author,Full,735,A-E931A3FE6BBB8359,0.001300
T001,author,Full,736,A-97A9D1F4A62F3646,0.001300
T001,author,Full,737,A-ADDE09DC053C4097,0.001300
T001,author,Full,738,A-24BDABB303A13AD7,0.001300
T001,author,Full,739,A-138E4F4D3131E985,0.001300
T001,author,Full,740,A-4032685540A50639,0.001300
T001,author,Full,741,A-7D35EAD0B2FAD92D,0.001300
T001,author,Full,742,A-AC1C21FE09F8578C,0.001300
T001,author,Full,743,A-5CC18E3772A7667E,0.001300
T001,author,Full,744,A-076D1BE7C1D4F206,0.001300
T001,author,Full,745,A-017611453B4E2E5B,0.001300
T001,author,Full,746,A-45A6AE37EE17D09A,0.001300
T001,author,Full,747,A-96CD1492C974BEFB,0.001300
T001,author,Full,748,A-C4223D039FC56EF8,0.001300
T001,author,Full,749,A-009A0945A0DFDF00,0.001300
T001,author,Full,750,A-993BE6F6AE4BD12B,0.001300
T001,author,Full,751,A-F1E886C251B172DF,0.001300
T001,author,Full,752,A-AB684A5D7F87F549,0.001300
T001,author,Full,753,A-8E3F4C9C4D6E170B,0.001300
T001,author,Full,754,A-280871C093AD5397,0.001300
T001,author,Full,755,A-D43B8A7160A54975,0.001300
T001,author,Full,756,A-29EFAED3EEECD69E,0.001300
T001,author,Full,757,A-81B3E6C12BE005AA,0.000000
T001,author,Full,758,A-62A93D166533F606,0.000000
T001,author,Full,759,A-C542F8C3D60AAA89,0.000000
T001,author,Full,760,A-89DA06BA38E41C87,0.000000
T001,author,Full,761,A-C1583D753DD6D3C1,0.000000
T001,author,Full,762,A-838E0F31A05A3780,0.000000
T001,author,Full,763,A-C8304DA4346AB302,0.000000
T001,author,Full,764,A-4AE6E3489E8531E3,0.000000
T001,author,Full,765,A-ADC520D67AE937C2,0.000000
T001,author,Full,766,A-8E615D0B116AA80E,0.000000
T001,author,Full,767,A-5F5A5882394EE133,0.000000
T001,author,Full,768,A-BD6DF8DE190E6A7A,0.000000
T001,author,Full,769,A-53A3B2EAF9E388B6,0.000000
T001,author,Full,770,A-E9E0F9C33FD2BE51,0.000000
T001,author,Full,771,A-0879F994472874C7,0.000000
T001,author,Full,772,A-C61EB8B41F26FB68,0.000000
T001,author,Full,773,A-4A36DED8D16A807B,0.000000
T001,author,Full,774,A-27D1331D71606632,0.000000
T001,author,Full,775,A-003873F731999FF2,0.000000
T001,author,Full,776,A-1A0C09505538B7E7,0.000000
T001,author,Full,777,A-BFB9B9CE2D1AE31A,0.000000
T001,author,Full,778,A-1684A0FB01462BB5,0.000000
T001,author,Full,779,A-CB80088CCB1EF9CD,0.000000
T001,author,Full,780,A-B6E7B0F9EB2E7B88,0.000000
T001,author,Full,781,A-CBB41F77D0A2323E,0.000000
T001,author,Full,782,A-F8E8E06384F98671,0.000000
T001,author,Full,783,A-ED1E326CC14A8AD3,0.000000
T001,author,Full,784,A-EF75A72552285DEA,0.000000
T001,author,Full,785,A-0496666BB40C77F0,0.000000
T001,author,Full,786,A-DB739FD362BEC0F5,0.000000
T001,author,Full,787,A-E0EDDFF4AFD5D636,0.000000
T001,unit,Rel-only,1,U-E574761F368F83DD,0.000000
T001,unit,Rel-only,2,U-5AB25930D195CA0B,0.000000
T001,unit,Rel-only,3,U-A31A7CC9BDC108D1,0.000000
T001,unit,Rel-only,4,U-EF9669D991C4A679,0.000000
T001,unit,Rel-only,5,U-0BDB94D710E346BA,0.000000
T001,unit,Rel-only,6,U-533F53883175A538,0.000000
T001,unit,Rel-only,7,U-14F9523D4BEFE2E6,0.000000
T001,unit,Rel-only,8,U-ACAAAE954F308B24,0.000000
T001,unit,Rel-only,9,U-D2C996AFA40344B1,0.000000
T001,unit,Rel-only,10,U-29A0C3CB8DD754BE,0.000000
T001,unit,Rel-only,11,U-900FECFB1F0F9D8F,0.000000
T001,unit,Rel-only,12,U-06A4F0BFAB497571,0.000000
T001,unit,Rel-only,13,U-A10A00FB1040F590,0.000000
T001,unit,Rel-only,14,U-09D0FB667501B4D6,0.000000
T001,unit,Rel-only,15,U-CDA1E385687975A6,0.000000
T001,unit,Rel-only,16,U-C5D2951EEC1D020A,0.000000
T001,unit,Rel-only,17,U-64A47B9A8D9DAF22,0.000000
T001,unit,Rel-only,18,U-5FBD4DDA1DE58829,0.000000
T001,unit,Rel-only,19,U-F908925C17601BCE,0.000000
T001,unit,Rel-only,20,U-2AF45FE175BF977A,0.000000
T001,unit,Rel-only,21,U-FFD3CA1B741F3356,0.000000
T001,unit,Rel-only,22,U-C1459448E3560EE0,0.000000
T001,unit,Rel-only,23,U-C6A725F7D4F2ADA0,0.000000
T001,unit,Rel-only,24,U-3F2C1241414BF572,0.000000
T001,unit,Rel-only,25,U-9F8E8341FAA14303,0.000000
T001,unit,Rel-only,26,U-C315B6F7028F1EFB,0.000000
T001,unit,Rel-only,27,U-3475F0CEFB17580C,0.000000
T001,unit,Rel-only,28,U-348034486FFD57A3,0.000000
T001,unit,Rel-only,29,U-05F8177109006918,0.000000
T001,unit,Rel-only,30,U-5D7946DFA73F6354,0.000000
T001,unit,Rel-only,31,U-388EE2D5121FA5E0,0.000000
T001,unit,Rel-only,32,U-98D312596FFAAAC9,0.000000
T001,unit,Rel-only,33,U-57545A5F9A8795C8,0.000000
T001,unit,Rel-only,34,U-54B682A58B31E9CF,0.000000
T001,unit,Rel-only,35,U-45DB6F3C47E7B47C,0.000000
T001,unit,Rel-only,36,U-435F7E6A16DFE3A1,0.000000
T001,unit,Rel-only,37,U-C1D43C148956A09D,0.000000
T001,unit,Rel-only,38,U-7563A374ABA1EE60,0.000000
T001,unit,Rel-only,39,U-77F1DCF6F4BE1DC4,0.000000
T001,unit,Rel-only,40,U-F3CFFB93A4CE56EF,0.000000
T001,unit,Rel-only,41,U-8A7D89441829562A,0.000000
T001,unit,Rel-only,42,U-84E59CF5332346C3,0.000000
T001,unit,Rel-only,43,U-A3EC3A8B6C5CAD13,0.000000
T001,unit,Rel-only,44,U-63DF8535D4ED4B68,0.000000
T001,unit,Rel-only,45,U-4DD107CC7A2F9CB2,0.000000
T001,unit,Rel-only,46,U-AC1E021B2A649A79,0.000000
T001,unit,Rel-only,47,U-DE3A58D9AD948B99,0.000000
T001,unit,Rel-only,48,U-EDEA30EBA61D3093,0.000000
T001,unit,Rel-only,49,U-C29D33AF4F841BC6,0.000000
T001,unit,Rel-only,50,U-C9E2EA34EACAC0F4,0.000000
T001,unit,Rel-only,51,U-B40630852BC7C662,0.000000
T001,unit,Rel-only,52,U-10376125CBF1B08C,0.000000
T001,unit,Rel-only,53,U-DEB53D19AF61B78F,0.000000
T001,unit,Rel-only,54,U-6BCA6ADE6872C4AC,0.000000
T001,unit,Rel-only,55,U-F140E4354ACA4522,0.000000
T001,unit,Rel-only,56,U-D620F0E1E275D806,0.000000
T001,unit,Rel-only,57,U-674955AECE63BE55,0.000000
T001,unit,Rel-only,58,U-8F2EBC79D8691508,0.000000
T001,unit,Rel-only,59,U-A7BCABF60BDC3908,0.000000
T001,unit,Rel-only,60,U-718A17215DC4254A,0.000000
T001,unit,Rel-only,61,U-62DDE6D83E16D9B1,0.000000
T001,unit,Rel-only,62,U-FB8A7ED946C17E1B,0.000000
T001,unit,Rel-only,63,U-4D26B436106B207F,0.000000
T001,unit,Rel-only,64,U-35D544D68FDA604E,0.000000
T001,unit,Rel-only,65,U-17DFF2E0ED88C87F,0.000000
T001,unit,Rel-only,66,U-4EB4B677591B142D,0.000000
T001,unit,Rel-only,67,U-F5989CD552A28166,0.000000
T001,unit,Rel-only,68,U-566C0C836DA3CE7E,0.000000
T001,unit,Rel-only,69,U-6EE1C0EA144C2DDF,0.000000
T001,unit,Rel-only,70,U-33415FFCC06C9379,0.000000
T001,unit,Rel-only,71,U-C483090B7F34B1D7,0.000000
T001,unit,Rel-only,72,U-6FE04276F5D64252,0.000000
T001,unit,Rel-only,73,U-87F69F874B26F302,0.000000
T001,unit,Rel-only,74,U-F0BDBF4F8F2A4CB4,0.000000
T001,unit,Rel-only,75,U-CA296228551DC94C,0.000000
